tipo,latitude,longitude,bright,date,admin2,admin3,country_code,country_es
48h,52.37498,9.87869,296.78,22 de April,Hannover,Niedersachsen,DE,Alemania
48h,52.3535,9.89099,310.56,22 de April,Sehnde,Niedersachsen,DE,Alemania
48h,51.10604,18.9414,315.63,22 de April,gmina Działoszyn,województwo łódzkie,PL,Polonia
48h,50.80589,20.53334,305.94,22 de April,gmina Nowiny,województwo świętokrzyskie,PL,Polonia
48h,50.82868,20.27629,297.6,22 de April,Małogoszcz,województwo świętokrzyskie,PL,Polonia
48h,52.16195,10.41823,319.22,22 de April,Salzgitter,Niedersachsen,DE,Alemania
48h,52.49287,4.61206,313.15,22 de April,Beverwijk,Noord-Holland,NL,Países Bajos
48h,52.47276,4.60948,299.83,22 de April,Velsen,Noord-Holland,NL,Países Bajos
48h,50.80035,19.18655,300.77,22 de April,Częstochowa,województwo śląskie,PL,Polonia
48h,50.49245,19.46857,306.49,22 de April,Zawiercie,województwo śląskie,PL,Polonia
48h,50.3428,19.3414,300.66,22 de April,Dąbrowa Górnicza,Górnośląsko-Zagłębiowska Metropolia,PL,Polonia
48h,51.76644,8.05415,313.16,22 de April,Beckum,Nordrhein-Westfalen,DE,Alemania
48h,50.53358,17.97872,322.21,22 de April,gmina Gogolin,województwo opolskie,PL,Polonia
48h,50.33299,18.83113,295.15,22 de April,Zabrze,Górnośląsko-Zagłębiowska Metropolia,PL,Polonia
48h,50.07415,20.10139,300.44,22 de April,Kraków,województwo małopolskie,PL,Polonia
48h,50.41682,18.14048,295.4,22 de April,Zdzieszowice,województwo opolskie,PL,Polonia
48h,51.5951,8.33802,299.24,22 de April,Erwitte,Nordrhein-Westfalen,DE,Alemania
48h,51.26983,11.66357,300,22 de April,Unstruttal,Sachsen-Anhalt,DE,Alemania
48h,51.3649,10.4798,302.34,22 de April,Deuna,Thüringen,DE,Alemania
48h,51.5679,-3.78391,297.75,22 de April,Port Talbot,Cymru / Wales,GB,Reino Unido
48h,51.5682,-3.77313,300.22,22 de April,NA,Cymru / Wales,GB,Reino Unido
48h,49.69382,18.64488,297.86,22 de April,Třinec,Moravskoslezsko,CZ,Rep. Checa
48h,48.61993,21.19482,297.44,22 de April,Košice,Košický kraj,SK,Eslovaquia
48h,48.64682,20.22223,296.15,22 de April,Jelšava,Banskobystrický kraj,SK,Eslovaquia
48h,49.21524,16.77487,308.73,22 de April,okres Brno-venkov,Jihovýchod,CZ,Rep. Checa
48h,48.45814,17.19126,310.94,22 de April,Rohožník,Bratislavský kraj,SK,Eslovaquia
48h,47.98728,16.60704,295.56,22 de April,Mannersdorf am Leithagebirge,Niederösterreich,AT,Austria
48h,48.28064,14.34151,314.53,22 de April,Linz,Oberösterreich,AT,Austria
48h,46.48437,18.40447,298.18,22 de April,Tamási járás,Tolna vármegye,HU,Hungría
48h,45.98545,17.73852,306.6,22 de April,Szigetvári járás,Baranya vármegye,HU,Hungría
48h,47.07151,8.26848,307.78,22 de April,Emmen,Luzern,CH,Suiza
48h,46.06767,13.62882,311.01,22 de April,Morsko,NA,SI,Eslovenia
