tipo,latitude,longitude,bright,date,admin2,admin3,country_code,country_es
48h,52.37498,9.87869,296.78,22 de April,Hannover,Niedersachsen,DE,Alemania
48h,52.3535,9.89099,310.56,22 de April,Sehnde,Niedersachsen,DE,Alemania
48h,51.10604,18.9414,315.63,22 de April,gmina Działoszyn,województwo łódzkie,PL,Polonia
48h,50.80589,20.53334,305.94,22 de April,gmina Nowiny,województwo świętokrzyskie,PL,Polonia
48h,50.82868,20.27629,297.6,22 de April,Małogoszcz,województwo świętokrzyskie,PL,Polonia
48h,52.16195,10.41823,319.22,22 de April,Salzgitter,Niedersachsen,DE,Alemania
48h,52.15806,10.41726,296.31,22 de April,Salzgitter,Niedersachsen,DE,Alemania
48h,52.15565,10.40023,320.92,22 de April,Salzgitter,Niedersachsen,DE,Alemania
48h,52.1549,10.40826,326.78,22 de April,Salzgitter,Niedersachsen,DE,Alemania
48h,52.15175,10.39927,331.93,22 de April,Salzgitter,Niedersachsen,DE,Alemania
48h,52.49287,4.61206,313.15,22 de April,Beverwijk,Noord-Holland,NL,Países Bajos
48h,52.47276,4.60948,299.83,22 de April,Velsen,Noord-Holland,NL,Países Bajos
48h,50.80035,19.18655,300.77,22 de April,Częstochowa,województwo śląskie,PL,Polonia
48h,50.79709,19.18512,326.62,22 de April,Częstochowa,województwo śląskie,PL,Polonia
48h,50.49245,19.46857,306.49,22 de April,Zawiercie,województwo śląskie,PL,Polonia
48h,50.49115,19.45617,303.76,22 de April,Zawiercie,województwo śląskie,PL,Polonia
48h,50.3428,19.3414,300.66,22 de April,Dąbrowa Górnicza,Górnośląsko-Zagłębiowska Metropolia,PL,Polonia
48h,50.34739,19.2961,296.71,22 de April,Dąbrowa Górnicza,Górnośląsko-Zagłębiowska Metropolia,PL,Polonia
48h,50.34051,19.33447,298.03,22 de April,Dąbrowa Górnicza,Górnośląsko-Zagłębiowska Metropolia,PL,Polonia
48h,51.76644,8.05415,313.16,22 de April,Beckum,Nordrhein-Westfalen,DE,Alemania
48h,50.33754,19.29181,298.7,22 de April,Dąbrowa Górnicza,Górnośląsko-Zagłębiowska Metropolia,PL,Polonia
48h,50.33425,19.29038,298.83,22 de April,Dąbrowa Górnicza,Górnośląsko-Zagłębiowska Metropolia,PL,Polonia
48h,50.33097,19.28895,309.16,22 de April,Dąbrowa Górnicza,Górnośląsko-Zagłębiowska Metropolia,PL,Polonia
48h,50.53358,17.97872,322.21,22 de April,gmina Gogolin,województwo opolskie,PL,Polonia
48h,50.33299,18.83113,295.15,22 de April,Zabrze,Górnośląsko-Zagłębiowska Metropolia,PL,Polonia
48h,50.07415,20.10139,300.44,22 de April,Kraków,województwo małopolskie,PL,Polonia
48h,50.41682,18.14048,295.4,22 de April,Zdzieszowice,województwo opolskie,PL,Polonia
48h,50.41592,18.14582,299.45,22 de April,Zdzieszowice,województwo opolskie,PL,Polonia
48h,51.5951,8.33802,299.24,22 de April,Erwitte,Nordrhein-Westfalen,DE,Alemania
48h,51.26983,11.66357,300,22 de April,Unstruttal,Sachsen-Anhalt,DE,Alemania
